date,daily_asset_abs_mom_126_top1,daily_asset_abs_mom_126_top2,daily_asset_abs_mom_252_top1,daily_asset_abs_mom_252_top2,daily_asset_abs_mom_252_top3,daily_sector_market_neutral_rs,daily_large_cap_5d_reversal,daily_large_cap_rsi_reversal,daily_large_cap_lowvol_trend,daily_large_cap_volume_thrust,daily_risk_off_tlt_gld,hourly_large_cap_vwap_fade_1h,hourly_sector_vwap_fade_1h,hourly_large_cap_rsi_fade_1h,hourly_sector_market_neutral_mom_1h,hourly_large_cap_opening_range_1h,hourly_large_cap_vwap_fade_2h,hourly_large_cap_rsi_fade_2h
2010-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012810024464633751,0.0,,,,,,,
2010-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,,,,,,,
2010-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015095446158908898,0.0,,,,,,,
2010-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017837517418060278,0.0,,,,,,,
2010-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,,,,,,,
2010-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002316833223903526,0.0,,,,,,,
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,,,,,,,
2010-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005809383043731687,0.0,,,,,,,
2010-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,,,,,,,
2010-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02434049139249661,0.0,,,,,,,
2010-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033075433119854327,0.0,,,,,,,
2010-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014461072139921328,0.0,,,,,,,
2010-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006136085750948263,0.0,,,,,,,
2010-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034988715777459784,0.0,,,,,,,
2010-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,,,,,,,
2010-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03269535489684061,0.0,,,,,,,
2010-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,,,,,,,
2010-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024725373182393207,0.0,,,,,,,
2010-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,,,,,,,
2010-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-04-07,0.0,0.0,0.0,0.0,0.0,-0.004965790138016291,0.0,0.0,0.0,-0.04466072815557298,0.0,,,,,,,
2010-04-08,0.0,0.0,0.0,0.0,0.0,0.003569118909707023,0.0,-4.0013993314879336e-05,0.0,0.02633886730248447,0.0,,,,,,,
2010-04-09,0.0,0.0,0.0,0.0,0.0,-0.0010503006216059574,0.0,-0.001,0.0,-0.001,0.0,,,,,,,
2010-04-12,0.0,0.0,0.0,0.0,0.0,-0.0015759481952630566,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-04-13,0.0,0.0,0.0,0.0,0.0,0.0026497024277518555,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-04-14,0.0,0.0,0.0,0.0,0.0,0.004019683692576448,0.0,-0.0001000479922948571,0.0,0.01763704494803353,0.0,,,,,,,
2010-04-15,0.0,0.0,0.0,0.0,0.0,0.0014242914952540642,0.0,-0.010388863816128338,0.0,0.002711307059223284,0.0,,,,,,,
2010-04-16,0.0,0.0,0.0,0.0,0.0,-0.004340768065954928,0.0,-0.0003697094743176921,0.0,-0.06982367929593325,0.0,,,,,,,
2010-04-19,0.0,0.0,0.0,0.0,0.0,-0.0017035277145184121,0.0,0.005175054538170354,0.0,0.0025701758723040164,0.0,,,,,,,
2010-04-20,0.0,0.0,0.0,0.0,0.0,-2.513709103180872e-05,0.0,0.002389978699128603,0.0,-0.001,0.0,,,,,,,
2010-04-21,0.0,0.0,0.0,0.0,0.0,0.006335455829764391,0.0,-0.0009172609073789806,0.0,0.0,0.0,,,,,,,
2010-04-22,0.0,0.0,0.0,0.0,0.0,0.00923751343665166,0.0,0.00036696382438949904,0.0,0.026968570666426106,0.0,,,,,,,
2010-04-23,0.0,0.0,0.0,0.0,0.0,-0.0026691360165504037,0.0,-0.0009757846019788163,0.0,-0.007187333845748765,0.0,,,,,,,
2010-04-26,0.0,0.0,0.0,0.0,0.0,0.0011468290059081655,0.0,-0.0033596247712065555,0.0,0.08462898009909647,0.0,,,,,,,
2010-04-27,0.0,0.0,0.0,0.0,0.0,-0.008673937618635053,0.0,-0.014921584514498133,0.0,-0.04885089688758367,0.0,,,,,,,
2010-04-28,0.0,0.0,0.0,0.0,0.0,0.0002537754316000023,0.0,0.00706889479534787,0.0,-0.027647166149230854,0.0,,,,,,,
2010-04-29,0.0,0.0,0.0,0.0,0.0,0.007021025029389533,0.0,0.006950131991287245,0.0,0.03803201242856802,0.0,,,,,,,
2010-04-30,0.0,0.0,0.0,0.0,0.0,-0.013428919791163157,0.0,-0.001,0.0,-0.001,0.0,,,,,,,
2010-05-03,0.0,0.0,0.0,0.0,0.0,0.004450964027292494,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-05-04,0.0,0.0,0.0,0.0,0.0,-0.011621044037999104,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-05-05,0.0,0.0,0.0,0.0,0.0,-0.003919889187744921,0.0,0.007472665180022876,0.0,0.0,0.0,,,,,,,
2010-05-06,0.0,0.0,0.0,0.0,0.0,-0.0021186072393741934,0.0,-0.020229263957658918,0.0,0.0,0.0,,,,,,,
2010-05-07,0.0,0.0,0.0,0.0,0.0,-0.0004913626188733301,0.0,-0.001,0.0,0.0,0.0,,,,,,,
2010-05-10,0.0,0.0,0.0,0.0,0.0,-0.0004992868834483161,0.0,0.07416888313046488,0.0,0.0,0.0,,,,,,,
2010-05-11,0.0,0.0,0.0,0.0,0.0,0.005337783961647657,0.0,-0.001,0.0,0.0,0.0,,,,,,,
2010-05-12,0.0,0.0,0.0,0.0,0.0,-0.0018057795149555057,0.0,0.025138323571195387,0.0,0.0,0.0,,,,,,,
2010-05-13,0.0,0.0,0.0,0.0,0.0,-0.00781792942044892,0.0,-0.0179278232325093,0.0,0.0192164439015311,0.0,,,,,,,
2010-05-14,0.0,0.0,0.0,0.0,0.0,0.0032575958568540585,0.0,-0.001,0.0,-0.08422228606891823,0.0,,,,,,,
2010-05-17,0.0,0.0,0.0,0.0,0.0,-0.0001960138437213619,0.0,0.0,0.0,0.05589258962854131,0.0,,,,,,,
2010-05-18,0.0,0.0,0.0,0.0,0.0,-0.0010758251178903022,0.0,0.0,0.0,-0.040808665880195605,0.0,,,,,,,
2010-05-19,0.0,0.0,0.0,0.0,0.0,-0.0032095312124745022,0.0,0.0,0.0,-0.001,0.0,,,,,,,
2010-05-20,0.0,0.0,0.0,0.0,0.0,0.01771571136105278,0.0,-0.04608474719282485,0.0,0.0,0.0,,,,,,,
2010-05-21,0.0,0.0,0.0,0.0,0.0,-0.006013567833755601,0.0,-0.001,0.0,0.0,0.0,,,,,,,
2010-05-24,0.0,0.0,0.0,0.0,0.0,0.005393741363048647,0.0,0.005056305171897813,0.0,0.0,0.0,,,,,,,
2010-05-25,0.0,0.0,0.0,0.0,0.0,0.0014689704431734992,0.0,-0.001,0.0,0.0,0.0,,,,,,,
2010-05-26,0.0,0.0,0.0,0.0,0.0,0.003314561570861722,0.0,0.0,0.0,0.0,0.0,,,,,,,
2010-05-27,0.0,0.0,0.0,0.0,0.0,-0.015280691212694633,0.023498774258716805,0.0,0.0,0.037740432517187394,-0.012258184244922015,,,,,,,
2010-05-28,0.0,0.0,0.0,0.0,0.0,0.002503164663974912,-0.0009999999999999998,0.0,0.0,-0.018231286250220642,0.0031190362108038682,,,,,,,
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.010851115995452777,-0.010535539142060624,-0.025522828464936476,0.0,-0.013933512130989277,0.007814173882284338,,,,,,,
2010-06-02,0.0,0.0,0.0,0.0,0.0,-0.016194498670766822,-0.001,-0.001,0.0,-0.001,-0.005435196252359151,,,,,,,
2010-06-03,0.0,0.0,0.0,0.0,0.0,-0.006368322155169237,0.0,0.0031076585216854866,0.0,0.025053527011854038,-0.011141153804058267,,,,,,,
2010-06-04,0.0,0.0,0.0,0.0,0.0,0.019508450482659388,-0.039288996021945244,-0.05481902036732034,0.0,-0.04092545494926679,0.018923057427042318,,,,,,,
2010-06-07,0.0,0.0,0.0,0.0,0.0,0.009864270846561917,-0.012868668975913595,-0.020662550152127368,0.0,-0.020801137313517664,0.013367194456041528,,,,,,,
2010-06-08,0.0,0.0,0.0,0.0,0.0,-0.008260179566742507,-0.00239116556906788,-0.001,0.0,-0.001,-0.004524106894846486,,,,,,,
2010-06-09,0.0,0.0,0.0,0.0,0.0,0.0010468695307297375,-0.012690944483798558,0.0,0.0,-0.009449109304066623,-0.0023484405825641747,,,,,,,
2010-06-10,0.0,0.0,0.0,0.0,0.0,-0.022785564120107883,0.03083236143911348,0.0,0.0,0.025982373797379665,-0.01558040812165182,,,,,,,
2010-06-11,0.0,0.0,0.0,0.0,0.0,0.000749155202450044,0.009840343117655009,0.0,0.0,-0.001,0.01073335826439583,,,,,,,
2010-06-14,0.0,0.0,0.0,0.0,0.0,-0.0006037919913684665,0.0015399504614943584,0.0,0.0,-0.026353543866904618,-0.0042872188055502755,,,,,,,
2010-06-15,0.0,0.0,0.0,0.0,0.0,-0.006648302225759617,-0.001,0.0,0.0,0.01224234956217235,0.0036763178168835323,,,,,,,
2010-06-16,0.0,0.0,0.0,0.0,0.0,-0.0006422123504666948,0.0,0.0,0.0,0.027116518896813727,0.00012840784249902284,,,,,,,
2010-06-17,0.0,0.0,0.0,0.0,0.0,0.004359705052688056,0.0,0.0,0.0,0.020541805594693763,0.010589911170706755,,,,,,,
2010-06-18,0.0,0.0,0.0,0.0,0.0,0.0023651121274784917,-5.965879767699713e-05,0.0,0.0,-0.013276130084446613,0.002977230693696048,,,,,,,
2010-06-21,0.0,0.0,0.0,0.0,0.0,-0.0067298637860503255,-0.012081394734038728,0.0,0.0,-0.0021700461500063772,-0.011476393104317174,,,,,,,
2010-06-22,0.0,0.0,0.0,0.0,0.0,0.01083422365600357,-0.023514177911970413,0.0,0.0,-0.020331397316064488,0.010347406404635145,,,,,,,
2010-06-23,0.0,0.0,0.0,0.0,0.0,-0.00028374497901196834,-0.002126952493570417,0.0,0.0,-0.001,0.0013545043385705926,,,,,,,
2010-06-24,0.0,0.0,0.0,0.0,0.0,0.006063877887490791,-0.027732421817324233,0.0,0.0,0.0,-0.001536760754233477,,,,,,,
2010-06-25,0.0,0.0,0.0,0.0,0.0,0.0023012340981672674,0.011974818302921457,0.0,0.0,0.0,0.008035373452230243,,,,,,,
2010-06-28,0.0,0.0,0.0,0.0,0.0,-0.0006181322470548268,0.001700394842019521,0.0,0.0,0.0,-0.002140010663764285,,,,,,,
2010-06-29,0.0,0.0,0.0,0.0,0.0,0.014196596805765236,-0.04976362245791887,0.0,0.0,0.0,0.006213881650316275,,,,,,,
2010-06-30,0.0,0.0,0.0,0.0,0.0,0.006223931160512788,-0.010379341695666434,0.0,0.0,0.0,0.0050487805095695065,,,,,,,
2010-07-01,0.0,0.0,0.0,0.0,0.0,-0.005107582851248919,0.005694339247171373,0.0,0.0,0.0,-0.018315786742947968,,,,,,,
2010-07-02,0.0,0.0,0.0,0.0,0.0,-0.00020947999072240761,-0.00875169759439856,-0.0005403344515862987,0.0,0.0,0.0016529558088662997,,,,,,,
2010-07-06,0.0,0.0,0.0,0.0,0.0,-0.00034372331418417357,0.007106357581140326,-0.00022516392588589444,0.0,0.0,-0.00346768751902202,,,,,,,
2010-07-07,-0.012710523564520404,-0.002407335918045383,0.0,0.0,0.0,-0.016154180349976337,0.05002609246377722,0.06497239538866045,0.049558791565944144,0.0,-0.001415567656479075,,,,,,,
2010-07-08,-0.006372085798435512,-0.005464051309536016,0.0,0.0,0.0,-0.008968448976342818,-0.001,-0.001,0.0060277622256786805,0.0,-0.005464051309536016,,,,,,,
2010-07-09,-0.005712864112606408,0.0015520582483914262,0.0,0.0,0.0,-0.008055933596548485,0.0,0.0,0.0009658225372723764,0.0,0.0015520582483914262,,,,,,,
2010-07-12,-0.0004025375716858459,-0.004257045383260391,0.0,0.0,0.0,0.0013748205192364834,0.0,0.0,-0.0010337401476199683,0.0,-0.004257045383260391,,,,,,,
2010-07-13,-0.008570652187069538,-0.0004905815910079869,0.0,0.0,0.0,-0.009925867405539905,0.0,0.0,0.004985186913696068,0.0,-0.0004905815910079869,,,,,,,
2010-07-14,0.010068024619666271,0.005101802311233006,0.0,0.0,0.0,0.003923517774826969,0.0,0.0026933184918857,0.0009076999971804748,0.0,0.005101802311233006,,,,,,,
2010-07-15,0.00996833465524083,0.005012709290730134,0.0,0.0,0.0,0.0032106827188109694,-0.006064860426050477,-0.005064860426050477,0.002018281122936903,-0.029104990465861236,0.005012709290730134,,,,,,,
2010-07-16,0.0048851884962308745,-0.0036287160236210215,0.0,0.0,0.0,0.014346915081281476,-0.013491076044967314,-0.006164480186810928,-0.020056390173040194,-0.03808484176711446,-0.0036287160236210215,,,,,,,
2010-07-19,-0.006151352497233975,-0.007063887187855177,0.0,0.0,0.0,-0.0062764149901639935,0.0047999271428622,-0.01728718882136726,0.0015723268748042518,-0.001,-0.007063887187855177,,,,,,,
2010-07-20,0.0014964579554390678,0.004557504109005242,0.0,0.0,0.0,-0.0019170064740029595,0.008822933642148213,-0.001,0.008234817933833006,0.0,0.004557504109005242,,,,,,,
2010-07-21,0.01694436643758368,0.005668216856035036,0.0,0.0,0.0,0.01289103610501666,-0.009644918290914467,0.0,-0.00351213698555388,0.0,0.005668216856035036,,,,,,,
2010-07-22,-0.01156458182827913,-0.0018973935434069124,0.0,0.0,0.0,-0.01468888122225825,-0.001194166721329078,0.0,0.007816164071812983,0.0,-0.0018973935434069124,,,,,,,
2010-07-23,-0.010609639428196038,-0.008687549558939633,0.0,0.0,0.0,-0.008160319103727552,0.010171945729867314,0.0,0.013572511513553745,0.0,-0.008687549558939633,,,,,,,
2010-07-26,-0.001704280016136206,0.0031654337697144272,0.0,0.0,0.0,-0.007613871892728959,-0.04741196970602685,0.0,0.002305268351828232,0.0,-0.0032582791562541904,,,,,,,
2010-07-27,-0.009637115413087649,-0.010748278030457612,0.0,0.0,0.0,-0.0020156659207531723,0.012646862435892192,0.0,0.0023353675816494873,0.0,-0.013383954429945086,,,,,,,
2010-07-28,0.003243894713182982,0.0005437786521146812,0.0,0.0,0.0,0.0038163152878646833,-0.03631474138718893,-0.03731474138718893,-0.009397462511986756,0.0,-0.0012827147099807876,,,,,,,
2010-07-29,-0.0003037875619462671,-0.0013225377549125582,0.0,0.0,0.0,-0.0011313043343746305,-0.02282903698774008,-0.02282903698774008,-0.007902921902597275,0.0,-0.006998014734035919,,,,,,,
2010-07-30,0.015565517174854993,0.01160861340835197,0.0,0.0,0.0,0.004799376232608338,0.007700279845912748,-0.001,0.007830814176840941,0.0,0.006588544280815586,,,,,,,
2010-08-02,0.017808466902645037,-0.0023784128734870235,0.0,0.0,0.0,-0.018245491053277222,0.011981333291313324,-0.007533157147703417,0.012710388301226899,0.0,0.0012485452297489106,,,,,,,
2010-08-03,-0.005179485487809443,0.0019492935990859507,0.0,0.0,0.0,0.004629939197073546,-0.004351803410168904,0.024832535740165307,0.0013833706283572272,0.0,-0.0009999999999999998,,,,,,,
2010-08-04,-0.009651958160339811,-0.0019232385628804884,0.0,0.0,0.0,-0.007578224660307395,0.01616202072296555,0.035628894797431476,0.013081304920561646,0.0,0.0,,,,,,,
2010-08-05,0.00466834182171505,0.003259098311530623,0.0,0.0,0.0,0.0011084831186124818,-0.001,-0.001,0.0025288753032644846,0.0,0.0,,,,,,,
2010-08-06,-0.007480742787397297,-0.007467427107043397,0.0,0.0,0.0,0.0006789519374419466,0.0,0.0,0.003347941688747995,0.0,0.0,,,,,,,
2010-08-09,0.005186949270474361,-0.0017779648916062206,0.0,0.0,0.0,-0.0016818220379698902,0.0,0.0,0.007535770202536003,-0.013001568218454884,0.0,,,,,,,
2010-08-10,-0.006772142471927811,-0.00900716301137738,0.0,0.0,0.0,0.0037493562123830856,-0.009940156932451982,0.0,-0.0053637449423067605,-0.001,0.0,,,,,,,
2010-08-11,-0.03733765100231512,-0.005590059952027768,0.0,0.0,0.0,0.012178240231676908,-0.03554231509602568,0.0,-0.03151411231325439,0.010679040460577327,0.0,,,,,,,
2010-08-12,-0.004469055578561585,0.0036210498803267628,0.0,0.0,0.0,0.00196462405132123,-0.003711181968334986,0.0,0.0011022321364447698,0.05202814549873125,-0.003249209526440119,,,,,,,
2010-08-13,0.01247153433698922,0.00637314083624131,0.0,0.0,0.0,0.007373447529629065,-0.005596395286928543,0.0,-0.00801377081368898,-0.0059372774485250135,0.008656018025703977,,,,,,,
2010-08-16,0.025026891107246874,0.01707597941662722,0.0,0.0,0.0,0.009601009376378433,-0.0012344346552463482,0.0,0.0017941886657285749,0.03750183205603097,0.014314408438019769,,,,,,,
2010-08-17,-0.0057224675153931814,-0.0028759165203455154,0.0,0.0,0.0,-0.007300682382678383,0.00711570580854889,0.0,0.00301776620917032,-0.030972561478237348,0.001053322358466326,,,,,,,
2010-08-18,0.002686818725363471,0.003281136848126414,0.0,0.0,0.0,-0.0031146396681871052,0.0016284653031302162,0.0,-0.0033755123597692233,-0.05467388393019634,-0.00088346385855708,,,,,,,
2010-08-19,0.01559222809730798,0.008547636835341104,0.0,0.0,0.0,0.012195024514356619,-0.009107512720150087,0.0,-0.010679746474633402,-0.001,0.0025296814878590194,,,,,,,
2010-08-20,-0.0011298751084478642,-0.0022972062747447773,0.0,0.0,0.0,0.0007787538699279078,0.0129753895337242,0.0,0.016393728023639306,0.00810984943328108,0.0005250012344424301,,,,,,,
2010-08-23,0.00018912736565779298,-0.0006859564678428884,0.0,0.0,0.0,0.003828625013753295,-0.0022045804131088148,0.0,-0.01329758722710816,-0.01061148224060359,0.003013443770810849,,,,,,,
2010-08-24,0.016028333955177,0.010471739277752412,0.0,0.0,0.0,0.012433414383031348,-0.013207239768710397,0.0,-0.013963407807239198,0.007994392803749258,0.00963646826259401,,,,,,,
2010-08-25,-0.003248016905234019,0.002525436063184535,0.0,0.0,0.0,-0.004160803194687856,0.0017444227322092956,0.006881145334747467,0.0010369721451897293,-0.009709659359697143,-0.002092695016468531,,,,,,,
2010-08-26,0.009403375242097445,0.0030427509636392997,0.0,0.0,0.0,0.003635381318287813,-0.00741771086998048,-0.009152651824856027,-0.004518912421175876,-0.020946717609936383,0.0031379919581806855,,,,,,,
2010-08-27,-0.028315622319453393,-0.01430039090902062,0.0,0.0,0.0,-0.01651788563214106,0.012517916958714712,0.01864300489031406,0.011063715908885911,-0.001,-0.00748299878112762,,,,,,,
2010-08-30,0.019173579927701745,0.008979994522222028,0.0,0.0,0.0,0.010071586744088852,-0.0151589689531555,-0.025183867989772922,-0.012903450184849032,0.0,0.0035395954330408293,,,,,,,
2010-08-31,0.011083373268397034,0.010346019079088815,0.0,0.0,0.0,0.002095993835687837,0.007028737551584885,0.0036128701889920926,0.0073162482811153454,0.0,0.00802968893571054,,,,,,,
2010-09-01,-0.02067612029959165,-0.011734163619059771,0.0,0.0,0.0,-0.019614861862457818,0.027739680775530778,0.016681321614306466,0.03620238976738925,0.0,-0.000752774999918749,,,,,,,
2010-09-02,-0.010566397393111715,-0.0024630846341823654,0.0,0.0,0.0,-0.008314066269471084,-0.001,-0.001,0.007272091617256618,0.0221535100538642,-0.005575900384601386,,,,,,,
2010-09-03,-0.012395105887470503,-0.007817141594001927,0.0,0.0,0.0,-0.008121541022987436,0.0,0.009201456037482791,0.010163773819758026,-0.001,-0.0043431247069821086,,,,,,,
2010-09-07,0.020467465452650213,0.01328280218437225,0.0,0.0,0.0,0.0033296929035266263,0.0,-0.001,-0.002972671733050774,-0.000832786135019802,-0.005606534759446561,,,,,,,
2010-09-08,-0.007947743142991848,-0.0036777341761023365,0.0,0.0,0.0,-0.004438751819259828,0.0,0.0,0.008532582443042407,-0.001,-0.00751875087937816,,,,,,,
2010-09-09,-0.019740686532847995,-0.014197601924670481,0.0,0.0,0.0,-0.0019589797013910425,0.0,0.0,0.0020773979914699655,0.0,-0.005203498825272333,,,,,,,
2010-09-10,-0.004571768548660482,-0.0013646884182977948,0.0,0.0,0.0,-0.004825656125166878,0.0,0.0,0.005215843033908816,0.0,-0.005149647177702938,,,,,,,
2010-09-13,0.004885898534032318,0.0017697988253195078,0.0,0.0,0.0,-0.007403991911316724,0.008964209674371726,0.0,0.010758000288965138,0.0,-0.001,,,,,,,
2010-09-14,0.009629137906367324,0.015065711398618722,0.0,0.0,0.0,0.002566741575648429,-0.006830246072814128,0.0,-0.0025090433065325024,-0.004185925618828134,0.0,,,,,,,
2010-09-15,-0.014835304957257045,-0.007282166589665037,0.0,0.0,0.0,-0.004836396740789085,-0.00823561324489086,0.0,-0.002742351606062593,-0.001,0.0,,,,,,,
2010-09-16,-0.009875505680159824,-0.001579419148393144,0.0,0.0,0.0,-0.0006506079746165693,-0.008648195876954907,0.0,0.003678975894343565,-0.00047687292142450845,0.0,,,,,,,
2010-09-17,0.004048441324758567,0.0014545552520488607,0.0,0.0,0.0,0.0010670368760853804,-0.0010739417767349484,0.0,0.005717375843947393,-0.001,0.0,,,,,,,
