date,expanded_strength_126_top30,expanded_strength_252_top30,expanded_strength_12_1_top30,expanded_blended_strength_top35,expanded_concentrated_strength_top15,expanded_breakout_strength_top25,expanded_market_neutral_strength,expanded_bear_short_weak,expanded_short_term_reversal
2010-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026239088094677857,0.03737961162964386
2010-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008149469658505937,-0.0009999999999999998
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012709914037014665,0.0
2010-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02284535146452652,0.028921412381585854
2010-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0077059413572324,-0.001
2010-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027535152880898507,0.0
2010-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005640515184054914,-0.016618617671386914
2010-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00447755497614864,0.004439538004460389
2010-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007805068552618325,-0.0074843036311883476
2010-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027110245753836696,0.02798351176726772
2010-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01276099034647481,0.016041083573994634
2010-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003068054607372108,0.005447575423061457
2010-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022468319898778615,-0.001
2010-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011288265100219495,0.0
2010-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005980713534663328,0.0
2010-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002359205569000396,-5.931118154667205e-05
2010-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045826280906397805,-0.001
2010-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01376514850882134,-0.02497323802125662
2010-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030596407185009052,-0.0012681931395132615
2010-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014761491333522484,-0.019606866473609996
2010-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003912194199375007,0.00889863292751662
2010-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000677995382975416,-0.002229587284052852
2010-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02913680943769294,-0.03765813748745788
2010-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008787962282150053,-0.011335623356753902
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004335412799819641,0.003516229937282832
2010-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013647737447485117,-0.011005622144647191
2010-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005914019328372401,-0.004788972013151049
2010-07-07,0.02961208072636772,0.0,0.0,0.0,0.0317309560054201,0.0,0.00046162715485066575,-0.026174572778018823,0.03800814743446782
2010-07-08,0.0010263241933032344,0.0,0.0,0.0,-0.002897885722867189,0.0007699750263906336,-0.006281263491693902,-0.011952258186054183,-0.013884600091742862
2010-07-09,0.008078246150420677,0.0,0.0,0.0,0.00659084569124554,0.009044635720560574,-0.00015823827904329945,-0.00948420562771213,0.012284568196846956
2010-07-12,0.000502688621375805,0.0,0.0,0.0,0.001983144081178444,0.005648062223006462,-0.0018543846197098203,-0.0019713905232277514,0.0012916978374211444
2010-07-13,0.013553252174517125,0.0,0.0,0.0,0.015080190065519073,0.012041291982982304,-0.0012267924503627085,-0.018976623539642176,0.022308497863844274
2010-07-14,0.00022102462173973926,0.0,0.0,0.0,-2.388431317051284e-05,-0.005826975551124524,-0.00316803054529588,-0.005380203613190556,-0.001
2010-07-15,-0.000921950841721213,0.0,0.0,0.0,-0.0022913149868579387,0.005075725171348024,-0.0011809417975542913,-0.0017908647719869452,0.0036626836326076016
2010-07-16,-0.02399995513514461,0.0,0.0,0.0,-0.02212217522863784,-0.018568229142830715,0.003936090923496303,0.03626780918126608,-0.005260242978494112
2010-07-19,0.0013765554293405043,0.0,0.0,0.0,0.0010493161732700355,-0.001,-0.003887068111034667,-0.005743278326090481,-0.0042979466246687355
2010-07-20,0.01318690100519254,0.0,0.0,0.0,0.015109333633342893,0.0076470995946843175,0.0013576460486887693,-0.010928730750404377,0.017774881328160668
2010-07-21,-0.013606170233406632,0.0,0.0,0.0,-0.01350846523118827,-0.01119698727800002,0.0006946572094752386,0.012553573268333715,-0.016222670686724724
2010-07-22,0.0070074287420507295,0.0,0.0,0.0,-0.00744226334733474,0.015000992068947784,-0.008541680069783824,-0.0248871535572534,0.021066440897603716
2010-07-23,0.014627139472608722,0.0,0.0,0.0,0.016297741034015323,0.001106718887354928,0.006625722239172388,-0.00983046047458727,0.022057685401669698
2010-07-26,0.008246237372370464,0.0,0.0,0.0,0.006065566371908072,0.006007503162098352,-0.0010657852105289834,-0.01219769663941851,-0.024754295984731126
2010-07-27,-0.005168525904427094,0.0,0.0,0.0,-0.006980379742556183,-0.0020778873563073925,-0.0035002895749574403,0.002254054188535045,0.011885704175669566
2010-07-28,-0.00875720852339975,0.0,0.0,0.0,-0.007262185536334897,-0.006998915569974812,0.002556167913503751,0.009556212853983722,-0.01962313433937657
2010-07-29,-0.0042310360323405,0.0,0.0,0.0,-0.005288171254940696,-0.0039051563598220974,-4.808969813903228e-06,0.008301375209875879,-0.013352059304984709
2010-07-30,0.006260384678314494,0.0,0.0,0.0,0.008158398479082393,0.006570348923352497,0.0015505727898643816,-0.006878119374851769,0.00813652997184751
2010-08-02,0.011190980740354321,0.0,0.0,0.0,0.006246165730437107,0.00648479780914866,-0.004243427136579509,-0.01955437619259562,0.0048113796051130345
2010-08-03,-0.007901964151753312,0.0,0.0,0.0,-0.009409424146388993,-0.005314265065723318,-0.007290948623392993,-0.001,-0.011101495174389348
2010-08-04,0.007707585681938818,0.0,0.0,0.0,0.008066389327139127,0.004877552712564135,-0.004167653894969399,0.0,0.014536377916262213
2010-08-05,-5.6674247282784344e-05,0.0,0.0,0.0,-0.0007277641320232817,-0.003425660648642353,-0.0006935031824686505,0.0,-0.0007452559383078232
2010-08-06,0.0014879835672393328,0.0,0.0,0.0,0.008486409850049174,-0.005194139144561008,0.0006945495743622325,0.0,-0.004243411091425414
2010-08-09,0.005731227309506304,0.0,0.0,0.0,0.004523578465245049,0.005985159292870909,-0.00012327323952898375,0.0,0.0032093658284103573
2010-08-10,-0.006003084258891488,0.0,0.0,0.0,-0.005048782065877468,-0.004774607114490534,0.0015303762612055827,0.0,-0.011644641778102633
2010-08-11,-0.026925146038978373,0.0,0.0,0.0,-0.023724906885332093,-0.017726149276131864,0.002220644914756382,0.0,-0.0343637769363308
2010-08-12,0.001448192900744512,0.0,0.0,0.0,0.0023777912918147323,-0.0009999999999999998,0.0029401944109136977,0.0030722057711587026,-0.007071855270940034
2010-08-13,-0.00486417399790781,0.0,0.0,0.0,-0.00413817919687921,-0.0069372774485249025,-0.0018574138502053352,0.004642700801253758,-0.006652795732824905
2010-08-16,0.0042978966253031286,0.0,0.0,0.0,0.004159861636747402,-0.001,0.0037587362447652722,0.0012715866641824938,0.001402201529926718
2010-08-17,0.012395728771699649,0.0,0.0,0.0,0.011441450939426825,-0.02695596062486017,-0.0018803789350214954,-0.017335460827059637,0.01963670904821382
2010-08-18,0.0012908834637751154,0.0,0.0,0.0,0.00014845500712443914,-2.8084500622631292e-05,-0.0002792664425244367,-0.007179988121744981,0.005402503831115464
2010-08-19,-0.012564893036091271,0.0,0.0,0.0,-0.011016637860274075,-0.008671661427222976,0.0017114875980846632,0.017891665635495855,-0.016715619649052254
2010-08-20,0.0132529468828907,0.0,0.0,0.0,0.017052296081749612,0.00016830639927057018,0.009730525561038355,0.001815108102292334,-0.00667675748406729
2010-08-23,-0.0075328723316142295,0.0,0.0,0.0,-0.007726664405095264,-0.008385318732727961,-0.003016293571291903,0.005135096697543694,-0.006698031242011389
2010-08-24,-0.00945867333568354,0.0,0.0,0.0,-0.01092950238014596,-0.014799161060918274,0.006394165676812502,0.024620637844091308,-0.018339438009745503
2010-08-25,0.003721739497587457,0.0,0.0,0.0,0.003662498813353536,-0.008505193031887875,-0.001386115326673507,-0.011163946403242517,0.0032990428862935124
2010-08-26,-0.003677973755940481,0.0,0.0,0.0,-0.0015915444149725757,-0.001,0.003448750022937057,0.007041584035957793,-0.007135586936872776
2010-08-27,0.015740252598499965,0.0,0.0,0.0,0.016388392830009126,0.0,0.0003285307191610371,-0.01784340829352706,0.024992980066003673
2010-08-30,-0.014715372286496662,0.0,0.0,0.0,-0.016450407575168895,-0.015681720577602514,0.0016678354050295358,0.022825190586929143,-0.0182786609297391
2010-08-31,0.003890839297591618,0.0,0.0,0.0,0.0031028201707555677,-0.001,0.006183678560626904,0.004296812057074909,0.007683744918306049
2010-09-01,0.023985708549631567,0.0,0.0,0.0,0.026848517912267438,0.0,-0.002664293072190194,-0.03349870247504754,0.05855861410856571
2010-09-02,0.010688913269265259,0.0,0.0,0.0,0.013678938669394585,0.010858763463892147,-0.00046205680987808774,-0.016783809033051555,-0.001
2010-09-03,0.006003084645042963,0.0,0.0,0.0,0.005488045899996923,0.0037291337562635127,-0.004924207286204271,-0.0152797820879186,0.0
2010-09-07,-0.001008108991168043,0.0,0.0,0.0,0.0014872977860220054,-0.0020720986550450344,0.007020267644595693,0.01436211577156316,0.0
2010-09-08,0.0067265667959809285,0.0,0.0,0.0,0.006836971888985589,0.006311699690487395,0.0020333513245134305,-0.0014483878626750108,0.0
2010-09-09,-0.009071972675455757,0.0,0.0,0.0,-0.015510997073239165,-0.00789173238821215,-0.008997645230947541,-0.005506416784065989,0.0
2010-09-10,0.002234978886821645,0.0,0.0,0.0,0.00235772598318422,-0.00057200502680547,-0.0026339111994652642,-0.0075530579435953244,-0.043992260969899055
2010-09-13,0.006513023625800954,0.0,0.0,0.0,0.004612873068175185,0.005007774836455406,-0.004093166546091738,-0.001,-0.013305726424420091
2010-09-14,0.0008830307380295134,0.0,0.0,0.0,0.00022698435883558517,-0.0008364634330883772,-0.0023335837808378004,0.0,0.022517998287154874
2010-09-15,0.0010586824696062229,0.0,0.0,0.0,0.0009117288249371511,0.0018161541995937217,-0.002949623191234372,0.0,0.00011611716099323318
2010-09-16,-0.0001854336687865102,0.0,0.0,0.0,-0.001383626102081303,-0.000742341938278374,0.0001453859789321223,0.0,-0.005155448725418554
2010-09-17,0.002227720928030133,0.0,0.0,0.0,0.002054543262133578,0.000600328815543941,0.0013824062462063865,0.0,-0.0004244067670714159
2010-09-20,0.014086537483522718,0.0,0.0,0.0,0.012566869732672332,0.009603591773146031,-0.001679989601869717,0.0,0.01259994310291308
2010-09-21,-0.0019968780846732694,0.0,0.0,0.0,-0.0030299477786659736,-0.0030003815216140916,-0.0028593561029104982,0.0,0.02858669722602151
2010-09-22,0.0036246084119652615,0.0,0.0,0.0,0.00947285274842024,-0.0007403108257178869,0.00436889717498023,0.0,-0.001
2010-09-23,-0.006564651028067384,0.0,0.0,0.0,-0.005934043966995608,-0.006754055769420155,0.0007672456343044382,0.0,-0.01446786117035785
2010-09-24,0.01516872297909248,0.0,0.0,0.0,0.01593446765465152,0.014769251471292565,-0.007466657905091469,0.0,0.022303201590613445
2010-09-27,-0.002522636821947857,0.0,0.0,0.0,-0.001442123253640206,-0.0033079623851087845,0.002251614191578754,0.0,-0.01339168889288367
2010-09-28,0.0033911532927454464,0.0,0.0,0.0,0.002940842193714254,0.0026275572607485417,-0.000196497077151332,0.0,0.005678195297901742
2010-09-29,-0.0012289493196091569,0.0,0.0,0.0,0.0032129143156210886,-0.0020355253330830844,0.001742095102352772,0.0,-0.003261019233202577
2010-09-30,-0.009106231104120026,0.0,0.0,0.0,-0.013269062382682377,-0.014212359436119287,-0.003962533228579404,0.0,-0.007511093662572441
2010-10-01,0.0008596349692805709,0.0,0.0,0.0,-0.00102187753374835,0.0008694455766785211,-0.0004359343858064534,0.0,0.005017519808615853
2010-10-04,-0.0031781468979748127,0.0,0.0,0.0,-0.0016929206422519676,-0.009896617770367638,0.0036504203559305165,0.0,-0.008394403442645984
2010-10-05,0.015205596279726917,0.0,0.0,0.0,0.014344129956473732,0.010325525513310804,-0.0029306428561094522,0.0,0.023075720835377626
2010-10-06,-0.004178645017093563,0.0,0.0,0.0,-0.008302639848881533,-0.003102352979186659,-0.0006655501470336615,0.0,-0.014603325711862417
2010-10-07,-0.001112519864075733,0.0,0.0,0.0,0.0006460299202685629,-0.006447603923746518,-0.000998082127497138,0.0,0.007645631588180761
2010-10-08,0.003048867687935143,0.0,0.0,0.0,0.0011665262493387504,0.0007229919645437644,-0.001510267338671822,0.0,0.0001536979351131841
2010-10-11,-0.00031020473707545125,0.0,0.0,0.0,7.91054459445281e-05,-0.0025169165669771164,0.0003293000300780554,0.0,-0.006249458748732397
2010-10-12,0.004106901667424672,0.0,0.0,0.0,0.005197172875415685,0.004248852636508557,-0.003182038201599266,0.0,0.025573745065528074
2010-10-13,0.002884011583870625,0.0,0.0,0.0,0.0018016634407269508,0.004269669092282014,-8.945972465405978e-05,0.0,0.0061281932622178304
2010-10-14,-1.648160860154021e-05,0.0,0.0,0.0,5.697990388470516e-05,-0.0018486580244559776,0.006438766057557521,0.0,-0.0029788614796604617
2010-10-15,0.0018816464767315022,0.0,0.0,0.0,0.0025080899701623413,0.0034878070931736774,0.0009647603915720082,0.0,-0.0012219141638393624
2010-10-18,0.002756672447460196,0.0,0.0,0.0,0.001100342750787064,0.0031376057335251945,-0.004498464811077458,0.0,0.011241250166578513
2010-10-19,-0.013025314341012445,0.0,0.0,0.0,-0.01249873051463208,-0.01392112341905987,-6.063403093783536e-05,0.0,-0.017170873691042872
2010-10-20,0.011985779916770184,0.0,0.0,0.0,0.011817974177458132,0.01016085265447027,0.0012062373554517928,0.0,0.009918195143090865
2010-10-21,0.002230042701342588,0.0,0.0,0.0,0.004033777521412722,0.0004073914243580734,-0.0011210894082267844,0.0,-0.0020289540538432306
2010-10-22,0.005919899352207448,0.0,0.0,0.0,0.007037379232433371,-0.00035875568662784984,-0.00046593996084391914,0.0,0.0060494937033440535
2010-10-25,0.0012871091896631943,0.0,0.0,0.0,-0.0007250074123135764,0.0002286579570615915,-3.452368396923266e-05,0.0,0.0029342566921688436
2010-10-26,-0.003989816163954581,0.0,0.0,0.0,-0.003238439591720159,-0.002240510446931406,-0.0028255441673137043,0.0,-0.005155525431969279
2010-10-27,-0.006955534392383689,0.0,0.0,0.0,-0.00507628580328337,-0.0116367507991044,-0.005610467946837885,0.0,-0.0003898306530013616
2010-10-28,0.0027008661951012543,0.0,0.0,0.0,0.002461079264425997,-0.008795999432141127,-0.0004806286688003611,0.0,0.001581643853708942
2010-10-29,0.002893725544386306,0.0,0.0,0.0,0.003687604034883282,0.0035254109645174916,0.00042492283407389366,0.0,0.006516085918852889
2010-11-01,-0.002110203521353989,0.0,0.0,0.0,-0.0030513416611227524,-0.007368664743184945,-0.002195516185611892,0.0,-0.005040912503036465
2010-11-02,0.009021927597265071,0.0,0.0,0.0,0.008568054731542572,0.0022735809774745265,5.334944394374001e-05,0.0,0.010994666591402278
2010-11-03,0.0015977777458682486,0.0,0.0,0.0,0.0010336312651151663,-3.8940926092105674e-05,-0.0033541462895219708,0.0,0.004970907049492039
2010-11-04,0.013356290870184946,0.0,0.0,0.0,0.012586879307177765,0.014251215719480648,-0.0033766024309551733,0.0,0.013086905693932987
2010-11-05,-0.004061412720329409,0.0,0.0,0.0,-0.008069178781292907,0.0008328160658342379,-0.008288615308957744,0.0,-0.0067409720517328225
2010-11-08,-0.0002712859310249982,0.0,0.0,0.0,0.0003056237013215772,-0.0021024546687597877,-0.0007614341311241893,0.0,0.0018481110162884406
2010-11-09,-0.007714245216018398,0.0,0.0,0.0,-0.004546159696040859,-0.010637711973942506,-0.000994361542642144,0.0,-0.010896437068816843
2010-11-10,0.006678015292504493,0.0,0.0,0.0,0.007569061488750172,0.009462916459154556,0.0019519033202107256,0.0,0.0023298176736027453
2010-11-11,0.002684712159019503,0.0,0.0,0.0,0.006323088198943508,0.003251942998716744,0.010710326977885116,0.0,-0.004976858962899622
2010-11-12,-0.010852648080737595,0.0,0.0,0.0,-0.01106041134928695,-0.01132975158210556,0.0005705333086862382,0.0,-0.007604202019871537
2010-11-15,-0.0025772581677450377,0.0,0.0,0.0,-0.0019133598840076816,-0.0032217659414899677,0.0004093565959191094,0.0,-5.45541031771327e-05
2010-11-16,-0.01617513694594749,0.0,0.0,0.0,-0.015440390434051897,-0.012044981715727028,-0.000979037865023272,0.0,-0.01872296276117607
2010-11-17,0.005230551941507206,0.0,0.0,0.0,0.0046176685071381346,0.017837509820959635,0.006250728515926791,0.0,0.0033163449578290415
2010-11-18,0.0118165824149918,0.0,0.0,0.0,0.012034612772577852,-0.01734771193547787,0.0006249887555131574,0.0,0.01858785700429598
2010-11-19,0.00042176659641336326,0.0,0.0,0.0,-0.00013830625399296301,0.006226005505197205,-0.0012386050655594438,0.0,0.011084147546146955
2010-11-22,0.003914400862883122,0.0,0.0,0.0,0.0028903010096333667,0.0034353858913230405,-8.968149113058096e-05,0.0,0.007715528152314036
2010-11-23,-0.010842981029087288,0.0,0.0,0.0,-0.009216822585869488,-0.008530456748148906,-0.00019553125780810685,0.0,-0.017441314321323946
2010-11-24,0.014506419910418828,0.0,0.0,0.0,0.013370688300704764,0.01901962521069976,-0.002555502781282048,0.0,0.01541805349004804
2010-11-26,-0.005351147075970236,0.0,0.0,0.0,-0.004181331710635603,-0.004488914185325095,0.001724012410430666,0.0,-0.007225155701492496
2010-11-29,-0.003256120221689477,0.0,0.0,0.0,-0.004836480878582169,-0.005157824604723948,-0.0024106789543723453,0.0,-0.0022448572894560323
2010-11-30,-0.0014272747686958531,0.0,0.0,0.0,0.0006544837037045641,0.0022109709399629955,0.002994384554163715,0.0,-0.008397992458783577
2010-12-01,0.017333066982062623,0.0,0.0,0.0,0.015757747468028917,0.012751733148110218,-0.0033555384893249984,0.0,0.019128151012883867
2010-12-02,0.004885238432574183,0.0,0.0,0.0,0.003100623577220163,0.003562678902106705,-0.007264601170434951,0.0,0.023672287168505814
2010-12-03,-0.00023724246223448306,0.0,0.0,0.0,0.0017134633231096397,0.0012432273831311223,-0.0017272820937568837,0.0,-0.0013653743849826546
2010-12-06,-0.003317126646032323,0.0,0.0,0.0,-0.0037385956276002204,-0.003712858346537893,0.0011005627783319467,0.0,-0.0008881403002482561
2010-12-07,0.0008799827549632907,0.0,0.0,0.0,0.0012541177032873458,0.0004541887993466554,0.002714468161855936,0.0,0.011766402748171397
